status,circuit_depth,circuit_width,circuit_size,circuit_count_ops,num_qubits,num_clbits,num_ancillas,num_parameters,has_calibrations,has_layout,payload_size,num_gates,execution_type,experiment_type,counts,success_rate,target_depth
completed,31,13,91,"{""h"": 20, ""x"": 16, ""cx"": 13, ""s"": 10, ""sdg"": 10, ""y"": 8, ""z"": 8, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,30,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,31
completed,33,5,33,"{""h"": 10, ""barrier"": 6, ""cx"": 5, ""z"": 4, ""x"": 4, ""y"": 4, ""s"": 2, ""sdg"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,11,simulation,target_depth_experiment,"{""0"": 1024}",1.0,33
completed,33,7,56,"{""h"": 12, ""z"": 8, ""cx"": 7, ""sdg"": 7, ""s"": 7, ""y"": 6, ""x"": 6, ""barrier"": 6, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,20,simulation,target_depth_experiment,"{""00"": 1024}",1.0,33
completed,33,9,75,"{""h"": 16, ""x"": 14, ""sdg"": 10, ""s"": 10, ""cx"": 9, ""y"": 8, ""barrier"": 6, ""z"": 4, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,27,simulation,target_depth_experiment,"{""000"": 1024}",1.0,33
completed,33,11,90,"{""sdg"": 16, ""s"": 16, ""h"": 14, ""y"": 12, ""cx"": 11, ""z"": 10, ""x"": 6, ""barrier"": 6, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,32,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,33
completed,33,13,101,"{""h"": 24, ""y"": 22, ""cx"": 13, ""sdg"": 11, ""s"": 11, ""z"": 8, ""x"": 6, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,35,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,33
completed,33,5,33,"{""h"": 14, ""y"": 6, ""barrier"": 6, ""cx"": 5, ""z"": 4, ""s"": 1, ""cz"": 1, ""sdg"": 1, ""measure"": 1}",4,1,0,0,False,False,1,11,simulation,target_depth_experiment,"{""0"": 1024}",1.0,33
completed,33,7,56,"{""h"": 14, ""y"": 12, ""cx"": 7, ""z"": 6, ""barrier"": 6, ""s"": 5, ""sdg"": 5, ""x"": 4, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,20,simulation,target_depth_experiment,"{""00"": 1024}",1.0,33
completed,33,9,75,"{""h"": 24, ""z"": 16, ""cx"": 9, ""y"": 8, ""x"": 8, ""barrier"": 6, ""s"": 3, ""sdg"": 3, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,27,simulation,target_depth_experiment,"{""000"": 1024}",1.0,33
completed,33,11,90,"{""h"": 20, ""x"": 14, ""sdg"": 13, ""s"": 13, ""cx"": 11, ""y"": 10, ""barrier"": 6, ""z"": 4, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,32,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,33
completed,33,13,101,"{""h"": 20, ""x"": 18, ""cx"": 13, ""s"": 13, ""sdg"": 13, ""y"": 12, ""z"": 6, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,35,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,33
completed,35,5,35,"{""h"": 14, ""x"": 6, ""barrier"": 6, ""cx"": 5, ""y"": 4, ""s"": 2, ""sdg"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,12,simulation,target_depth_experiment,"{""0"": 1024}",1.0,35
completed,35,7,60,"{""h"": 10, ""z"": 10, ""s"": 9, ""sdg"": 9, ""x"": 8, ""cx"": 7, ""barrier"": 6, ""y"": 4, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,22,simulation,target_depth_experiment,"{""00"": 1024}",1.0,35
completed,35,9,81,"{""h"": 18, ""x"": 18, ""y"": 10, ""cx"": 9, ""z"": 8, ""sdg"": 7, ""s"": 7, ""barrier"": 6, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,30,simulation,target_depth_experiment,"{""000"": 1024}",1.0,35
completed,35,11,98,"{""z"": 24, ""x"": 18, ""h"": 14, ""s"": 12, ""sdg"": 12, ""cx"": 11, ""barrier"": 6, ""measure"": 4, ""y"": 2, ""cz"": 1}",7,4,0,0,False,False,4,36,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,35
completed,35,13,111,"{""h"": 24, ""y"": 22, ""x"": 18, ""cx"": 13, ""s"": 11, ""sdg"": 11, ""z"": 6, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,40,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,35
completed,35,5,35,"{""y"": 10, ""h"": 6, ""barrier"": 6, ""cx"": 5, ""sdg"": 4, ""z"": 4, ""s"": 4, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,12,simulation,target_depth_experiment,"{""0"": 1024}",1.0,35
completed,35,7,60,"{""h"": 14, ""y"": 12, ""cx"": 7, ""sdg"": 7, ""s"": 7, ""z"": 6, ""barrier"": 6, ""x"": 4, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,22,simulation,target_depth_experiment,"{""00"": 1024}",1.0,35
completed,35,9,81,"{""h"": 12, ""y"": 12, ""z"": 12, ""x"": 12, ""s"": 10, ""sdg"": 10, ""cx"": 9, ""barrier"": 6, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,30,simulation,target_depth_experiment,"{""000"": 1024}",1.0,35
completed,35,11,98,"{""h"": 26, ""sdg"": 15, ""s"": 15, ""y"": 14, ""cx"": 11, ""z"": 8, ""barrier"": 6, ""x"": 4, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,36,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,35
completed,35,13,111,"{""h"": 28, ""sdg"": 18, ""s"": 18, ""cx"": 13, ""x"": 10, ""z"": 10, ""y"": 8, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,40,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,35
completed,37,5,37,"{""h"": 12, ""x"": 6, ""barrier"": 6, ""cx"": 5, ""z"": 4, ""y"": 4, ""s"": 2, ""sdg"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,13,simulation,target_depth_experiment,"{""0"": 1024}",1.0,37
completed,37,7,64,"{""h"": 12, ""x"": 12, ""z"": 8, ""s"": 8, ""sdg"": 8, ""cx"": 7, ""y"": 6, ""barrier"": 6, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,24,simulation,target_depth_experiment,"{""00"": 1024}",1.0,37
completed,37,9,87,"{""h"": 22, ""y"": 16, ""s"": 11, ""sdg"": 11, ""cx"": 9, ""z"": 8, ""x"": 6, ""barrier"": 6, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,33,simulation,target_depth_experiment,"{""000"": 1024}",1.0,37
completed,37,11,106,"{""h"": 18, ""z"": 18, ""s"": 17, ""sdg"": 17, ""cx"": 11, ""y"": 10, ""x"": 10, ""barrier"": 6, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,40,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,37
completed,37,13,121,"{""y"": 22, ""h"": 16, ""x"": 16, ""s"": 16, ""sdg"": 16, ""z"": 16, ""cx"": 13, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,45,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,37
completed,37,5,37,"{""h"": 6, ""z"": 6, ""y"": 6, ""barrier"": 6, ""cx"": 5, ""sdg"": 5, ""s"": 5, ""x"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,13,simulation,target_depth_experiment,"{""0"": 1024}",1.0,37
completed,37,7,64,"{""h"": 14, ""s"": 11, ""sdg"": 11, ""x"": 8, ""z"": 8, ""cx"": 7, ""barrier"": 6, ""y"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,24,simulation,target_depth_experiment,"{""00"": 1024}",1.0,37
completed,37,9,87,"{""h"": 26, ""s"": 11, ""sdg"": 11, ""z"": 10, ""x"": 10, ""cx"": 9, ""y"": 6, ""barrier"": 6, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,33,simulation,target_depth_experiment,"{""000"": 1024}",1.0,37
completed,37,11,106,"{""h"": 26, ""z"": 16, ""y"": 12, ""x"": 12, ""sdg"": 12, ""s"": 12, ""cx"": 11, ""barrier"": 6, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,40,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,37
completed,37,13,121,"{""h"": 24, ""x"": 22, ""y"": 20, ""z"": 14, ""cx"": 13, ""sdg"": 11, ""s"": 11, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,45,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,37
completed,39,5,39,"{""z"": 12, ""h"": 8, ""barrier"": 6, ""cx"": 5, ""x"": 4, ""y"": 4, ""s"": 2, ""sdg"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,14,simulation,target_depth_experiment,"{""0"": 1024}",1.0,39
completed,39,7,68,"{""z"": 22, ""h"": 8, ""y"": 8, ""cx"": 7, ""sdg"": 7, ""s"": 7, ""x"": 6, ""barrier"": 6, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,26,simulation,target_depth_experiment,"{""00"": 1024}",1.0,39
completed,39,9,93,"{""z"": 20, ""h"": 16, ""x"": 16, ""sdg"": 10, ""s"": 10, ""cx"": 9, ""y"": 8, ""barrier"": 6, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,36,simulation,target_depth_experiment,"{""000"": 1024}",1.0,39
completed,39,11,114,"{""x"": 28, ""h"": 22, ""y"": 18, ""z"": 12, ""cx"": 11, ""s"": 9, ""sdg"": 9, ""barrier"": 6, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,44,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,39
completed,39,13,131,"{""h"": 28, ""x"": 22, ""sdg"": 18, ""s"": 18, ""z"": 14, ""cx"": 13, ""y"": 12, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,50,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,39
completed,39,5,39,"{""z"": 12, ""x"": 8, ""barrier"": 6, ""cx"": 5, ""h"": 4, ""y"": 4, ""s"": 2, ""sdg"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,14,simulation,target_depth_experiment,"{""0"": 1024}",1.0,39
completed,39,7,68,"{""x"": 12, ""sdg"": 11, ""s"": 11, ""h"": 8, ""y"": 8, ""z"": 8, ""cx"": 7, ""barrier"": 6, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,26,simulation,target_depth_experiment,"{""00"": 1024}",1.0,39
completed,39,9,93,"{""sdg"": 17, ""s"": 17, ""h"": 16, ""x"": 16, ""cx"": 9, ""y"": 8, ""z"": 6, ""barrier"": 6, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,36,simulation,target_depth_experiment,"{""000"": 1024}",1.0,39
completed,39,11,114,"{""s"": 21, ""sdg"": 21, ""h"": 20, ""y"": 16, ""z"": 12, ""cx"": 11, ""x"": 8, ""barrier"": 6, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,44,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,39
completed,39,13,131,"{""x"": 26, ""h"": 24, ""y"": 22, ""z"": 14, ""cx"": 13, ""s"": 13, ""sdg"": 13, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,50,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,39
completed,41,5,41,"{""h"": 16, ""x"": 6, ""barrier"": 6, ""cx"": 5, ""sdg"": 5, ""s"": 5, ""y"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,15,simulation,target_depth_experiment,"{""0"": 1024}",1.0,41
completed,41,7,72,"{""h"": 18, ""y"": 12, ""z"": 12, ""cx"": 7, ""sdg"": 7, ""s"": 7, ""x"": 6, ""barrier"": 6, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,28,simulation,target_depth_experiment,"{""00"": 1024}",1.0,41
completed,41,9,99,"{""h"": 26, ""y"": 16, ""s"": 13, ""sdg"": 13, ""x"": 12, ""cx"": 9, ""z"": 6, ""barrier"": 6, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,39,simulation,target_depth_experiment,"{""000"": 1024}",1.0,41
completed,41,11,122,"{""h"": 22, ""z"": 20, ""s"": 19, ""sdg"": 19, ""x"": 18, ""cx"": 11, ""y"": 8, ""barrier"": 6, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,48,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,41
completed,41,13,141,"{""x"": 30, ""h"": 22, ""y"": 20, ""sdg"": 17, ""s"": 17, ""z"": 16, ""cx"": 13, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,55,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,41
completed,41,5,41,"{""h"": 10, ""x"": 8, ""z"": 6, ""y"": 6, ""barrier"": 6, ""cx"": 5, ""sdg"": 2, ""s"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,15,simulation,target_depth_experiment,"{""0"": 1024}",1.0,41
completed,41,7,72,"{""h"": 16, ""z"": 12, ""x"": 10, ""sdg"": 9, ""s"": 9, ""cx"": 7, ""y"": 6, ""barrier"": 6, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,28,simulation,target_depth_experiment,"{""00"": 1024}",1.0,41
completed,41,9,99,"{""z"": 24, ""h"": 18, ""s"": 13, ""sdg"": 13, ""x"": 10, ""cx"": 9, ""y"": 8, ""barrier"": 6, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,39,simulation,target_depth_experiment,"{""000"": 1024}",1.0,41
completed,41,11,122,"{""h"": 22, ""x"": 22, ""y"": 20, ""s"": 16, ""sdg"": 16, ""cx"": 11, ""z"": 10, ""barrier"": 6, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,48,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,41
completed,41,13,141,"{""h"": 30, ""s"": 23, ""sdg"": 23, ""z"": 20, ""x"": 14, ""cx"": 13, ""y"": 12, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,55,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,41
completed,43,5,43,"{""h"": 12, ""z"": 10, ""barrier"": 6, ""cx"": 5, ""y"": 4, ""x"": 4, ""sdg"": 3, ""s"": 3, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,16,simulation,target_depth_experiment,"{""0"": 1024}",1.0,43
completed,43,7,76,"{""h"": 30, ""sdg"": 11, ""s"": 11, ""y"": 8, ""cx"": 7, ""barrier"": 6, ""z"": 4, ""x"": 2, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,30,simulation,target_depth_experiment,"{""00"": 1024}",1.0,43
completed,43,9,105,"{""y"": 20, ""x"": 20, ""h"": 14, ""z"": 14, ""s"": 12, ""sdg"": 12, ""cx"": 9, ""barrier"": 6, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,42,simulation,target_depth_experiment,"{""000"": 1024}",1.0,43
completed,43,11,130,"{""h"": 28, ""s"": 21, ""sdg"": 21, ""z"": 18, ""x"": 16, ""cx"": 11, ""y"": 10, ""barrier"": 6, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,52,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,43
completed,43,13,151,"{""h"": 30, ""s"": 24, ""y"": 24, ""sdg"": 24, ""z"": 18, ""cx"": 13, ""x"": 12, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,60,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,43
completed,43,5,43,"{""z"": 10, ""x"": 8, ""h"": 6, ""barrier"": 6, ""cx"": 5, ""s"": 5, ""sdg"": 5, ""y"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,16,simulation,target_depth_experiment,"{""0"": 1024}",1.0,43
completed,43,7,76,"{""h"": 20, ""z"": 12, ""y"": 10, ""sdg"": 9, ""s"": 9, ""cx"": 7, ""x"": 6, ""barrier"": 6, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,30,simulation,target_depth_experiment,"{""00"": 1024}",1.0,43
completed,43,9,105,"{""h"": 26, ""y"": 24, ""s"": 15, ""sdg"": 15, ""cx"": 9, ""z"": 8, ""barrier"": 6, ""x"": 4, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,42,simulation,target_depth_experiment,"{""000"": 1024}",1.0,43
completed,43,11,130,"{""h"": 24, ""x"": 24, ""s"": 21, ""sdg"": 21, ""z"": 12, ""y"": 12, ""cx"": 11, ""barrier"": 6, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,52,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,43
completed,43,13,151,"{""h"": 42, ""z"": 24, ""x"": 18, ""sdg"": 16, ""y"": 16, ""s"": 16, ""cx"": 13, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,60,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,43
completed,45,5,45,"{""sdg"": 9, ""s"": 9, ""h"": 8, ""barrier"": 6, ""cx"": 5, ""x"": 4, ""z"": 4, ""y"": 4, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,17,simulation,target_depth_experiment,"{""0"": 1024}",1.0,45
completed,45,7,80,"{""h"": 18, ""y"": 12, ""s"": 11, ""sdg"": 11, ""x"": 10, ""z"": 8, ""cx"": 7, ""barrier"": 6, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,32,simulation,target_depth_experiment,"{""00"": 1024}",1.0,45
completed,45,9,111,"{""h"": 24, ""z"": 20, ""s"": 15, ""sdg"": 15, ""x"": 14, ""y"": 10, ""cx"": 9, ""barrier"": 6, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,45,simulation,target_depth_experiment,"{""000"": 1024}",1.0,45
completed,45,11,138,"{""h"": 40, ""y"": 26, ""z"": 18, ""x"": 16, ""cx"": 11, ""s"": 11, ""sdg"": 11, ""barrier"": 6, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,56,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,45
completed,45,13,161,"{""h"": 40, ""y"": 24, ""sdg"": 22, ""s"": 22, ""z"": 20, ""x"": 14, ""cx"": 13, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,65,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,45
completed,45,5,45,"{""h"": 10, ""z"": 10, ""y"": 6, ""barrier"": 6, ""cx"": 5, ""s"": 4, ""sdg"": 4, ""x"": 4, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,17,simulation,target_depth_experiment,"{""0"": 1024}",1.0,45
completed,45,7,80,"{""h"": 20, ""y"": 18, ""z"": 10, ""sdg"": 8, ""s"": 8, ""cx"": 7, ""x"": 6, ""barrier"": 6, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,32,simulation,target_depth_experiment,"{""00"": 1024}",1.0,45
completed,45,9,111,"{""h"": 18, ""y"": 18, ""sdg"": 16, ""z"": 16, ""s"": 16, ""x"": 14, ""cx"": 9, ""barrier"": 6, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,45,simulation,target_depth_experiment,"{""000"": 1024}",1.0,45
completed,45,11,138,"{""y"": 32, ""x"": 30, ""h"": 24, ""sdg"": 16, ""s"": 16, ""cx"": 11, ""barrier"": 6, ""z"": 4, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,56,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,45
completed,45,13,161,"{""h"": 30, ""y"": 26, ""x"": 24, ""s"": 21, ""sdg"": 21, ""z"": 20, ""cx"": 13, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,65,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,45
completed,47,5,47,"{""sdg"": 9, ""s"": 9, ""h"": 8, ""y"": 6, ""x"": 6, ""barrier"": 6, ""cx"": 5, ""z"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,18,simulation,target_depth_experiment,"{""0"": 1024}",1.0,47
completed,47,7,84,"{""h"": 20, ""s"": 16, ""sdg"": 16, ""z"": 14, ""cx"": 7, ""barrier"": 6, ""x"": 4, ""y"": 4, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,34,simulation,target_depth_experiment,"{""00"": 1024}",1.0,47
completed,47,9,117,"{""y"": 26, ""h"": 24, ""s"": 16, ""sdg"": 16, ""x"": 12, ""z"": 10, ""cx"": 9, ""barrier"": 6, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,48,simulation,target_depth_experiment,"{""000"": 1024}",1.0,47
completed,47,11,146,"{""x"": 32, ""h"": 22, ""z"": 22, ""y"": 20, ""sdg"": 17, ""s"": 17, ""cx"": 11, ""barrier"": 6, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,60,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,47
completed,47,13,171,"{""h"": 44, ""x"": 32, ""sdg"": 24, ""s"": 24, ""y"": 18, ""cx"": 13, ""z"": 10, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,70,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,47
completed,47,5,47,"{""h"": 14, ""x"": 8, ""z"": 6, ""barrier"": 6, ""cx"": 5, ""s"": 5, ""sdg"": 5, ""y"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,18,simulation,target_depth_experiment,"{""0"": 1024}",1.0,47
completed,47,7,84,"{""h"": 28, ""x"": 14, ""z"": 10, ""y"": 8, ""cx"": 7, ""s"": 7, ""sdg"": 7, ""barrier"": 6, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,34,simulation,target_depth_experiment,"{""00"": 1024}",1.0,47
completed,47,9,117,"{""h"": 32, ""z"": 20, ""s"": 14, ""y"": 14, ""sdg"": 14, ""x"": 10, ""cx"": 9, ""barrier"": 6, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,48,simulation,target_depth_experiment,"{""000"": 1024}",1.0,47
completed,47,11,146,"{""h"": 26, ""s"": 26, ""sdg"": 26, ""x"": 24, ""z"": 22, ""cx"": 11, ""y"": 6, ""barrier"": 6, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,60,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,47
completed,47,13,171,"{""h"": 44, ""x"": 26, ""sdg"": 23, ""s"": 23, ""y"": 20, ""z"": 16, ""cx"": 13, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,70,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,47
completed,49,5,49,"{""h"": 8, ""y"": 8, ""s"": 7, ""sdg"": 7, ""z"": 6, ""x"": 6, ""barrier"": 6, ""cx"": 5, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,19,simulation,target_depth_experiment,"{""0"": 1024}",1.0,49
completed,49,7,88,"{""x"": 22, ""sdg"": 13, ""s"": 13, ""y"": 12, ""z"": 10, ""h"": 8, ""cx"": 7, ""barrier"": 6, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,36,simulation,target_depth_experiment,"{""00"": 1024}",1.0,49
completed,49,9,123,"{""x"": 24, ""h"": 20, ""z"": 18, ""sdg"": 17, ""s"": 17, ""y"": 14, ""cx"": 9, ""barrier"": 6, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,51,simulation,target_depth_experiment,"{""000"": 1024}",1.0,49
completed,49,11,154,"{""h"": 32, ""z"": 24, ""s"": 23, ""sdg"": 23, ""y"": 18, ""x"": 18, ""cx"": 11, ""barrier"": 6, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,64,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,49
completed,49,13,181,"{""z"": 34, ""h"": 32, ""x"": 28, ""sdg"": 23, ""s"": 23, ""y"": 22, ""cx"": 13, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,75,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,49
completed,49,5,49,"{""h"": 18, ""z"": 8, ""x"": 6, ""barrier"": 6, ""cx"": 5, ""sdg"": 4, ""s"": 4, ""y"": 2, ""cz"": 1, ""measure"": 1}",4,1,0,0,False,False,1,19,simulation,target_depth_experiment,"{""0"": 1024}",1.0,49
completed,49,7,88,"{""h"": 18, ""y"": 16, ""z"": 14, ""x"": 12, ""sdg"": 9, ""s"": 9, ""cx"": 7, ""barrier"": 6, ""measure"": 2, ""cz"": 1}",5,2,0,0,False,False,2,36,simulation,target_depth_experiment,"{""00"": 1024}",1.0,49
completed,49,9,123,"{""x"": 24, ""y"": 22, ""h"": 18, ""z"": 16, ""sdg"": 15, ""s"": 15, ""cx"": 9, ""barrier"": 6, ""measure"": 3, ""cz"": 1}",6,3,0,0,False,False,3,51,simulation,target_depth_experiment,"{""000"": 1024}",1.0,49
completed,49,11,154,"{""z"": 30, ""h"": 26, ""s"": 21, ""sdg"": 21, ""x"": 20, ""y"": 20, ""cx"": 11, ""barrier"": 6, ""measure"": 4, ""cz"": 1}",7,4,0,0,False,False,4,64,simulation,target_depth_experiment,"{""0000"": 1024}",1.0,49
completed,49,13,181,"{""h"": 34, ""z"": 28, ""sdg"": 28, ""s"": 28, ""x"": 26, ""y"": 18, ""cx"": 13, ""barrier"": 6, ""measure"": 5, ""cz"": 1}",8,5,0,0,False,False,5,75,simulation,target_depth_experiment,"{""00000"": 1024}",1.0,49
